hand,score
12355567,282
11225678,282
11156678,282
13356778,282
23444566,282
12336779,282
23444569,282
11224667,282
12336677,282
33455668,282
12244567,282
13444669,282
11234789,282
22344568,282
23344678,282
12333679,282
23355668,282
11446679,282
13455567,282
11224679,282
12333667,282
13446778,282
13334679,282
11126679,282
13334667,282
14455678,282
13335678,282
12233669,282
23334567,282
12444668,282
22334566,282
23345677,282
22334569,282
13346677,282
13346779,282
33445669,282
11146679,282
14455779,281
12455577,281
12245577,281
13335779,281
12233378,281
23334479,281
14445578,281
33444556,281
11113447,281
22334459,281
11234444,281
11113348,281
11113357,281
13335556,281
11225779,281
11233337,281
11225556,281
23345558,281
23344478,281
13444778,281
11155566,281
11155569,281
13355579,281
11155677,281
22334558,281
23444558,281
33445778,281
11333347,281
33344578,281
12234449,281
12233778,281
12244457,281
23344779,281
22344557,281
23445557,281
11112455,281
11112338,281
11122555,280
11234689,280
12456778,280
12245668,280
13456677,280
13346679,280
13446678,280
23445678,280
12235669,280
12336679,280
23345679,280
23455669,280
23345667,280
13456779,280
12356677,280
12356779,280
12234678,280
13356678,280
11225567,279
11112349,279
11333346,279
13335567,279
11146778,279
11122668,279
12233368,279
23444578,279
13355566,279
13355569,279
13355677,279
11155679,279
11234489,279
11112358,279
11113356,279
22334578,279
22344556,279
23334466,279
14445568,279
23334469,279
11113446,279
11113458,279
11223677,279
23344468,279
11233589,279
11112457,279
11334589,279
23445556,279
11155667,279
11255567,279
12333345,279
11123489,279
11136677,279
12245579,279
11126778,279
11444669,279
11455567,279
12235778,279
11446778,279
12244456,279
23445779,279
23455778,279
11136779,279
12455579,279
12234779,279
33344568,279
11233336,279
11333344,278
11444778,278
11123333,278
13444555,278
11155578,278
13334449,278
11224449,278
33344557,278
12233555,278
12456678,278
23334445,278
11133334,278
33445577,278
12356679,278
13456679,278
22334568,277
11126678,277
13355679,277
12455569,277
12333678,277
11223667,277
11136679,277
12455566,277
11446678,277
14455669,277
11223679,277
13444668,277
12444567,277
23344669,277
13355667,277
33445668,277
11112456,277
12336778,277
12245569,277
11146678,277
12245566,277
11225669,277
13346778,277
12233668,277
13334678,277
13335669,277
23444568,277
11456677,277
11224678,277
11256677,277
12455677,277
11456779,277
11256779,277
23445567,277
13355578,276
23334559,276
23334577,276
12234448,276
33344556,276
23334478,276
12244577,276
23444557,276
14455778,276
12333779,276
33445579,276
22334557,276
11144467,276
22334458,276
11113455,276
11225778,276
11112337,276
11112445,276
11112355,276
12233359,276
11333677,276
12235577,276
11155568,276
23345557,276
12445559,276
23344778,276
13335778,276
12355577,276
11113347,276
12244559,276
11224779,276
13455577,276
13334779,276
23344459,276
12356778,275
12455679,275
13456778,275
11256679,275
12346677,275
12234669,275
12346779,275
13346678,275
12455667,275
12336678,275
12235668,275
23455668,275
23445669,275
11456679,275
23345678,275
11444555,275
13455579,274
11113457,274
12234778,274
11112336,274
23444556,274
23345779,274
11122567,274
23345556,274
12244579,274
11155678,274
11113346,274
11112357,274
13344467,274
11112348,274
12355579,274
11355567,274
11333667,274
11233489,274
11333679,274
23334579,274
13355568,274
23445778,274
11136778,274
12245578,274
23334468,274
11444668,274
11336677,274
12235579,274
33445569,274
22334556,274
11336779,274
12455578,274
33445566,274
12356678,273
12346679,273
13335577,273
22334455,273
11113344,273
11224448,273
11155779,273
11455577,273
13456678,273
13334448,273
23344555,273
11255577,273
11225577,273
12235566,272
12244566,272
11225668,272
11246779,272
12355566,272
11136678,272
12355569,272
11234589,272
12234467,272
11356677,272
12455568,272
12355677,272
13335668,272
11224669,272
11456778,272
12445677,272
11256778,272
12235569,272
11246677,272
11356779,272
12244569,272
13334669,272
14455668,272
23345567,272
12233567,272
11112356,272
12333669,272
13455569,272
23334566,272
13455566,272
23334569,272
13455677,272
13355678,272
11336679,272
13444567,272
11113456,272
23344668,272
12245568,272
11223678,272
13334778,271
23334459,271
12333778,271
11224778,271
12444559,271
23344458,271
11333345,271
13445559,271
11144677,271
33445578,271
12234555,271
12234447,271
12444577,271
12233349,271
12244558,271
13335579,271
13355779,271
22334457,271
23445577,271
12233358,271
11225579,271
11113445,271
11223779,271
11233335,271
11455579,271
23334558,271
11255579,271
12445558,271
12445679,270
12234668,270
13455667,270
23445668,270
11246679,270
11256678,270
13455679,270
11456678,270
12455678,270
11356679,270
12445667,270
11144477,270
23345669,270
12355679,270
12346778,270
12355667,270
11144679,269
11455566,269
23445579,269
12235578,269
11255677,269
13335569,269
11155669,269
12444579,269
11336778,269
13334467,269
11255569,269
11112347,269
11455677,269
11255566,269
12355578,269
11455569,269
13335566,269
13455578,269
11144667,269
12234446,269
23345778,269
22334456,269
11225569,269
11122467,269
12244578,269
11224467,269
13344677,269
11225566,269
33445568,269
11444567,269
11333678,269
12455779,269
23334578,269
23344455,268
11333779,268
11445559,268
11355577,268
12333555,268
11155778,268
11122559,268
12346678,268
13344477,268
11224555,268
11125559,268
12233355,268
11224447,268
13334447,268
11145559,268
11144479,268
13334555,268
11122577,268
23334568,267
12444566,267
12444569,267
11336678,267
12233467,267
12235568,267
12333668,267
13344679,267
13334668,267
12344467,267
13445677,267
11356778,267
12355568,267
23344567,267
11112346,267
13455568,267
11255679,267
13355669,267
11455679,267
13344667,267
11255667,267
11223669,267
12244568,267
11236677,267
23445566,267
11455667,267
11346677,267
11246778,267
11346779,267
11236779,267
23445569,267
11224668,267
11144466,266
11223778,266
12444558,266
12244557,266
11144469,266
11233334,266
11225578,266
12335559,266
11224446,266
13335578,266
13355778,266
12233357,266
11255578,266
11112344,266
23345577,266
23344457,266
23334557,266
23334458,266
12234477,266
11113345,266
12233559,266
13445558,266
13444577,266
13444559,266
12233577,266
13345559,266
13344479,266
13334446,266
11122579,266
11455578,266
12445557,266
11112335,266
12233348,266
11355579,266
11346679,265
23345668,265
11122444,265
11356678,265
13445667,265
13445679,265
13455678,265
11246678,265
12445678,265
12355678,265
12234567,265
11236679,265
12455669,265
23334556,264
23345579,264
13344469,264
11455568,264
23445578,264
11333669,264
12445556,264
11155668,264
11355677,264
12233356,264
13444579,264
11225568,264
11355566,264
13344466,264
11355569,264
23344456,264
13455779,264
12444578,264
12233579,264
11122367,264
11244467,264
12445779,264
11125677,264
12244556,264
12455778,264
11255568,264
13335568,264
11122569,264
11122566,264
12234479,264
11144678,264
11145677,264
11445677,264
12355779,264
11135559,263
11224477,263
11223555,263
11122558,263
12233444,263
11144779,263
11333778,263
13334477,263
11444577,263
11145558,263
11445558,263
11144478,263
11122477,263
11125558,263
11444559,263
23334455,263
11223339,263
11223668,262
11236778,262
23445568,262
11346778,262
11125667,262
11255678,262
11455678,262
12445567,262
11224567,262
13344678,262
11125679,262
12333567,262
11355667,262
13334567,262
13355668,262
13345677,262
23345569,262
23345566,262
11145667,262
13444566,262
13444569,262
11445667,262
12344677,262
12234466,262
12233566,262
12335677,262
11445679,262
12234469,262
12233569,262
11145679,262
11355679,262
12444568,262
11133677,261
13344478,261
11133367,261
13444558,261
12444557,261
11112334,261
13344779,261
11224479,261
13345558,261
13334479,261
23344577,261
23344559,261
11122578,261
23334457,261
12335558,261
13445557,261
11122479,261
11144468,261
12344477,261
11255779,261
12234445,261
11444579,261
12233347,261
12233477,261
11355578,261
11455779,261
12233558,261
13445678,260
13345679,260
12355669,260
12445669,260
11346678,260
13455669,260
11333555,260
12455668,260
11236678,260
12335679,260
12344679,260
13345667,260
12335667,260
12344667,260
11133667,259
11122568,259
12234478,259
12444556,259
23345578,259
13334469,259
12233346,259
11133679,259
11224466,259
11355568,259
11224469,259
13445779,259
11144669,259
12234559,259
13444578,259
11122469,259
13445556,259
11124677,259
12355778,259
11444566,259
12445778,259
13455778,259
12344479,259
12233578,259
12345559,259
11333668,259
23344579,259
23334456,259
13344468,259
11344467,259
11444569,259
11122466,259
12234577,259
11135677,259
11244677,259
11223367,259
12233479,259
11112345,259
13334466,259
11224445,258
13334445,258
11125557,258
11122557,258
11144778,258
11223338,258
11145557,258
11445557,258
11122449,258
11122377,258
11244477,258
11144459,258
11135558,258
11335559,258
12233344,258
11444558,258
13344669,257
11124679,257
11125678,257
12233466,257
11244667,257
12234579,257
12344466,257
11124667,257
11145678,257
12233568,257
11255669,257
23345568,257
11445678,257
11135667,257
11244679,257
12333467,257
11135679,257
12233469,257
12234468,257
11223567,257
13444568,257
11455669,257
12334677,257
13445567,257
11355678,257
23344566,257
12344469,257
23344569,257
12233449,256
12233557,256
11244479,256
11445779,256
13334478,256
13334559,256
11445556,256
13344459,256
11224577,256
12333559,256
12335557,256
11224478,256
11355779,256
13345557,256
11125556,256
13334577,256
11224559,256
11145779,256
11122379,256
12333577,256
11125779,256
11145556,256
12445577,256
13344778,256
23344558,256
11455778,256
13444557,256
11245559,256
11255778,256
11122556,256
11444578,256
11122478,256
12334679,255
13455668,255
12334667,255
13345678,255
12345677,255
12344678,255
12335678,255
11144555,255
12355668,255
13445669,255
12445668,255
12234569,255
12234566,255
11133377,255
11144668,254
11122369,254
11244466,254
12234459,254
11122366,254
12333579,254
12345558,254
11133678,254
12344779,254
11224579,254
11445567,254
13334579,254
11125567,254
12445579,254
11224468,254
12335556,254
11122468,254
13345556,254
13445778,254
12344478,254
11134677,254
11244469,254
12335779,254
12233556,254
11444568,254
12233478,254
13345779,254
11335677,254
13444556,254
13334468,254
11333567,254
11344677,254
11123677,254
12234558,254
23344578,254
11145567,254
11133779,253
11122448,253
11335558,253
11223377,253
11133379,253
12333444,253
11223337,253
12345667,253
11124449,253
11344477,253
13344555,253
12345679,253
11144458,253
11135557,253
11444557,253
12344468,252
11134679,252
12233468,252
11124678,252
11445669,252
11245677,252
11344667,252
11125669,252
11335667,252
11244678,252
11135678,252
12445569,252
11145669,252
11335679,252
12335567,252
12445566,252
11134667,252
12333569,252
12234578,252
11455668,252
13334566,252
11123679,252
11223467,252
13345567,252
13344668,252
11255668,252
11224569,252
11355669,252
13334569,252
11224566,252
11123667,252
11344679,252
23344568,252
12333566,252
11444556,251
11125778,251
11244478,251
13344458,251
11345559,251
12334449,251
11445778,251
11245558,251
11223379,251
11244779,251
11344479,251
12333477,251
11135779,251
11145778,251
12233448,251
11122378,251
11135556,251
11224558,251
11355778,251
13445577,251
11224459,251
11223577,251
11223559,251
13334558,251
11124779,251
12233345,251
11122459,251
11235559,251
11133369,251
12333558,251
11133366,251
11223336,251
23344557,251
13334459,251
11122333,250
12234568,250
11144455,250
13445668,250
13345669,250
12334678,250
11245679,250
12344669,250
12335669,250
11245667,250
11144567,249
12233459,249
11344466,249
13445579,249
12234557,249
11133669,249
11344469,249
12333578,249
11233367,249
11244468,249
11122368,249
23344556,249
12344778,249
11135567,249
12345557,249
11224578,249
11334677,249
11223579,249
11333467,249
13334578,249
12335778,249
11223366,249
12234458,249
11223369,249
12333479,249
12344459,249
12445578,249
13345778,249
12334779,249
11233677,249
11445577,248
11122339,248
11335557,248
11125577,248
11144457,248
11333559,248
11145577,248
11124448,248
11333577,248
11134449,248
11223444,248
12345678,248
13344455,248
11133378,248
11133778,248
11122447,248
11135669,247
12333466,247
11445668,247
12445568,247
11134678,247
11235677,247
11334667,247
11224568,247
11334679,247
12333568,247
12333469,247
11124669,247
11223566,247
11145668,247
13334568,247
12345556,247
11123678,247
13344567,247
11233679,247
11125668,247
11345677,247
12345779,247
11244669,247
11223569,247
12234556,247
11335678,247
11233667,247
11355668,247
11344678,247
13445566,247
13445569,247
11224557,246
11345558,246
11344779,246
12333449,246
11123779,246
11124778,246
11335556,246
11125579,246
11122359,246
11333579,246
12234455,246
12335577,246
11134779,246
13334557,246
13345577,246
12344555,246
11445579,246
12334448,246
11135778,246
11245557,246
12333557,246
11224458,246
11335779,246
11223558,246
11144456,246
11145579,246
11235558,246
11244459,246
11122446,246
11133368,246
12233447,246
13334458,246
11223378,246
11122458,246
13344457,246
11244778,246
11344478,246
11223477,246
11245678,245
11133555,245
13345668,245
11333444,245
11345667,245
12345567,245
11235679,245
11235667,245
12334669,245
11345679,245
12335668,245
12344668,245
11333566,244
12335579,244
11125566,244
12333478,244
12333556,244
11224556,244
11333569,244
13445578,244
12234457,244
13344456,244
11125569,244
11223578,244
11223368,244
11145566,244
11145569,244
13345579,244
11133668,244
11223479,244
11344468,244
12233458,244
11245556,244
12344458,244
11124467,244
12233446,244
13334556,244
11445566,244
11245779,244
11335567,244
12334778,244
11445569,244
11124555,243
11223335,243
11135577,243
11144577,243
11333558,243
11144559,243
11233377,243
11334449,243
11124447,243
11134448,243
11333477,243
13334455,243
11122338,243
12345669,243
11122455,243
11133359,243
11244555,243
11224455,243
11223568,242
11245567,242
11123669,242
12345778,242
11233678,242
13345569,242
12333468,242
12334467,242
11234677,242
12335566,242
11335669,242
11223466,242
11124668,242
13345566,242
11135668,242
11134669,242
11223469,242
12335569,242
12234456,242
13445568,242
11334678,242
11344669,242
11244668,242
11344459,241
11223449,241
11345557,241
11134778,241
11233779,241
11223359,241
11445578,241
11333479,241
11125578,241
11123778,241
12334555,241
13334457,241
11235557,241
11122349,241
11124446,241
11244458,241
11233379,241
11333578,241
11122457,241
12333448,241
11344778,241
11135579,241
11224457,241
11144579,241
11334779,241
11223557,241
11335778,241
11122358,241
13344577,241
13344559,241
12344455,241
12334447,241
12233455,241
11145578,241
12334668,240
12344567,240
11235678,240
11345678,240
11234679,240
11245669,240
11234667,240
12334446,239
11333568,239
11245778,239
13344579,239
12344457,239
13345578,239
12335578,239
12233457,239
11235779,239
11223556,239
11345779,239
11144569,239
11144566,239
11133567,239
11122456,239
12333459,239
11235556,239
11233369,239
11233366,239
11134467,239
11135569,239
11135566,239
11445568,239
11145568,239
11224456,239
11125568,239
11333469,239
11223478,239
12345577,239
13334456,239
11333466,239
11345556,239
11134447,238
11333449,238
11133358,238
11123339,238
11122355,238
11134555,238
11333557,238
11122337,238
11335577,238
11122445,238
11244455,238
12345668,238
11344555,238
11144558,238
11124477,238
11133349,238
11223334,238
11334448,238
11123555,238
13344569,237
11123668,237
11345567,237
13344566,237
11233669,237
11223468,237
11134668,237
11334669,237
12345579,237
11344668,237
11244567,237
11235567,237
11124567,237
13345568,237
12344456,237
11335668,237
12335568,237
12233456,237
11223358,236
11334778,236
11333478,236
11344458,236
11134446,236
11223349,236
11244457,236
11223448,236
12333447,236
11122357,236
11333556,236
11245577,236
11122348,236
11135578,236
13344558,236
12233445,236
11234449,236
12334477,236
11335579,236
11233378,236
11122336,236
11233778,236
11144578,236
11124479,236
12345569,235
12345566,235
11235669,235
12334567,235
11345669,235
11234678,235
11245668,235
11133355,235
11334467,234
11133467,234
12333458,234
11345778,234
11223459,234
11144568,234
11234779,234
11235778,234
12333446,234
11233368,234
11244456,234
11124469,234
12344559,234
11122356,234
12344577,234
11245579,234
13344578,234
11335569,234
11135568,234
11123367,234
11333468,234
11124466,234
12334479,234
11335566,234
11233555,233
11223355,233
11133559,233
11144557,233
11133577,233
11334555,233
11334447,233
11333448,233
11133357,233
11134477,233
11123338,233
11124445,233
11344455,233
11133348,233
11134567,232
11334668,232
11245569,232
12345578,232
12334469,232
11245566,232
11344567,232
12344579,232
13344568,232
11123567,232
12334466,232
11233668,232
11244577,231
11244559,231
11134479,231
12333455,231
11122347,231
11233359,231
11133579,231
12334445,231
11234448,231
11124577,231
11144556,231
11223348,231
11345577,231
11333459,231
11223357,231
11223447,231
11344457,231
11124559,231
11133356,231
11335578,231
11334446,231
11235577,231
11124478,231
13344557,231
11345668,230
12344566,230
12344569,230
12345568,230
11234669,230
11133444,230
11235668,230
13344556,229
11345579,229
11335568,229
11344456,229
12344558,229
12334559,229
11134469,229
12334577,229
11223356,229
11223446,229
11133569,229
11133566,229
11223458,229
11235579,229
11234778,229
11134466,229
12333457,229
11124468,229
11122346,229
12334478,229
11124579,229
11244579,229
11245578,229
11133477,228
11123377,228
11133347,228
11133558,228
11334477,228
11122335,228
11123337,228
11134445,228
11122344,228
11333447,228
11234467,227
11244569,227
11235566,227
11235569,227
11244566,227
12344578,227
11124569,227
11245568,227
11123467,227
11345569,227
11124566,227
11233567,227
12333456,227
12334579,227
11334567,227
12334468,227
11345566,227
11133346,226
11134559,226
11134478,226
11123336,226
11133578,226
11134577,226
11333446,226
11124459,226
12333445,226
11233349,226
11123577,226
11334479,226
11223455,226
11223347,226
11123559,226
11233358,226
11244558,226
11333458,226
11133479,226
11123379,226
11234555,226
11344559,226
11344577,226
11234447,226
11124558,226
11133344,225
12334569,225
12334566,225
11234668,225
12344568,225
11223457,224
11223346,224
11345578,224
11133466,224
11133469,224
12334459,224
12334558,224
11134468,224
11134579,224
11234446,224
12344557,224
11133568,224
11344579,224
11334466,224
11235578,224
11334469,224
11244578,224
11123366,224
11123369,224
11123579,224
11124578,224
11133449,223
11133557,223
11233355,223
11333455,223
11223344,223
11123444,223
11334445,223
11122334,223
11124568,222
11233467,222
11123569,222
11134569,222
11344566,222
11134566,222
11223456,222
11235568,222
11345568,222
11123566,222
11244568,222
12344556,222
11344569,222
12334578,222
11233348,221
11123558,221
11233357,221
11334559,221
11333457,221
11134558,221
11244557,221
11223445,221
11234477,221
11233577,221
11124458,221
11134459,221
11133478,221
11334478,221
11233559,221
11123477,221
11123378,221
11133556,221
11122345,221
11344558,221
11124557,221
11334577,221
12334568,220
11234567,220
11234479,219
12334458,219
11244556,219
12334557,219
11123368,219
11344578,219
11123479,219
11334468,219
11123578,219
11333456,219
11334579,219
11134578,219
11233579,219
11233356,219
11133468,219
11124556,219
11133345,218
11333445,218
11133448,218
11233444,218
11123335,218
11124455,218
11334569,217
11234466,217
11123466,217
11334566,217
11344568,217
11234469,217
11123568,217
12334556,217
11123469,217
11233566,217
11233569,217
11134568,217
11233347,216
11123359,216
11233477,216
12334455,216
11234445,216
11123449,216
11334459,216
11233558,216
11223345,216
11334558,216
11123557,216
11344557,216
11134557,216
11134458,216
11133459,216
11124457,216
11233479,214
11134556,214
11123478,214
11334578,214
11234577,214
12334457,214
11233346,214
11234478,214
11123556,214
11233578,214
11234559,214
11344556,214
11124456,214
11233344,213
11123334,213
11134455,213
11133447,213
11233568,212
11234579,212
12334456,212
11123468,212
11233469,212
11234468,212
11334568,212
11233466,212
11134457,211
11334557,211
11233449,211
11123448,211
11233557,211
11133446,211
11334458,211
11133458,211
11123349,211
11123358,211
11234566,210
11234569,210
11234558,209
11334556,209
11233556,209
11134456,209
11233478,209
11123459,209
11234459,209
11133455,208
11123355,208
11334455,208
11233468,207
11234578,207
11233448,206
11233345,206
11334457,206
11123348,206
11123447,206
11123357,206
11133457,206
11234568,205
11334456,204
11123446,204
11233459,204
11234557,204
11133456,204
11123356,204
11234458,204
11123458,204
11133445,203
11234556,202
11233447,201
11123347,201
11234455,201
11123455,201
11233446,199
11233458,199
11123346,199
11234457,199
11123457,199
11123344,198
11234456,197
11123456,197
11233455,196
11123445,196
11233457,194
11233456,192
11233445,191
11123345,191
